account_id,client_id,account_type,currency,date_eff
3491001,328212,EPARGNE,CAD,2026-10-09T00:00:00
4873240,224355,CHEQUE,USD,2026-10-09T00:00:00
8478316,206091,EPARGNE,USD,2026-10-09T00:00:00
3366740,303487,EPARGNE,CAD,2026-10-09T00:00:00
7694168,336546,CHEQUE,USD,2026-10-09T00:00:00
7048229,446961,CHEQUE,USD,2026-10-09T00:00:00
7195254,638148,CHEQUE,USD,2026-10-09T00:00:00
3393738,349159,CHEQUE,USD,2026-10-09T00:00:00
5308080,412095,EPARGNE,CAD,2026-10-09T00:00:00
5488769,515253,CHEQUE,USD,2026-10-09T00:00:00
3575053,865571,CHEQUE,CAD,2026-10-09T00:00:00
9078080,451249,EPARGNE,CAD,2026-10-09T00:00:00
5205295,582687,EPARGNE,USD,2026-10-09T00:00:00
6627785,415487,CHEQUE,USD,2026-10-09T00:00:00
6221043,223184,EPARGNE,CAD,2026-10-09T00:00:00
5922498,273945,CHEQUE,USD,2026-10-09T00:00:00
7781291,104879,EPARGNE,USD,2026-10-09T00:00:00
8251329,558277,EPARGNE,USD,2026-10-09T00:00:00
2840555,103529,CHEQUE,USD,2026-10-09T00:00:00
9731286,691560,CHEQUE,USD,2026-10-09T00:00:00
9597590,420727,EPARGNE,CAD,2026-10-09T00:00:00
5899555,798058,EPARGNE,CAD,2026-10-09T00:00:00
2961860,832824,CHEQUE,USD,2026-10-09T00:00:00
9061075,491060,CHEQUE,USD,2026-10-09T00:00:00
4171725,698576,CHEQUE,USD,2026-10-09T00:00:00
9296819,315432,CHEQUE,USD,2026-10-09T00:00:00
4263004,374636,EPARGNE,CAD,2026-10-09T00:00:00
6647638,992753,CHEQUE,CAD,2026-10-09T00:00:00
6889085,162809,EPARGNE,CAD,2026-10-09T00:00:00
3191658,424798,EPARGNE,USD,2026-10-09T00:00:00
1263940,561217,CHEQUE,USD,2026-10-09T00:00:00
2720786,276163,EPARGNE,USD,2026-10-09T00:00:00
5420443,828106,CHEQUE,USD,2026-10-09T00:00:00
1908707,878418,EPARGNE,CAD,2026-10-09T00:00:00
5974113,772336,CHEQUE,USD,2026-10-09T00:00:00
3758640,199233,CHEQUE,CAD,2026-10-09T00:00:00
8598971,228613,EPARGNE,CAD,2026-10-09T00:00:00
2726096,135539,CHEQUE,CAD,2026-10-09T00:00:00
8752882,541307,CHEQUE,CAD,2026-10-09T00:00:00
9289053,740367,CHEQUE,USD,2026-10-09T00:00:00
7540883,130173,CHEQUE,USD,2026-10-09T00:00:00
9324671,356834,EPARGNE,CAD,2026-10-09T00:00:00
3778048,814025,CHEQUE,USD,2026-10-09T00:00:00
1963924,787485,CHEQUE,USD,2026-10-09T00:00:00
8438769,942706,CHEQUE,USD,2026-10-09T00:00:00
8224356,331950,CHEQUE,USD,2026-10-09T00:00:00
6316576,306295,EPARGNE,USD,2026-10-09T00:00:00
3785201,651796,CHEQUE,USD,2026-10-09T00:00:00
1781272,749337,EPARGNE,USD,2026-10-09T00:00:00
5962018,691829,EPARGNE,CAD,2026-10-09T00:00:00
4822505,213488,CHEQUE,USD,2026-10-09T00:00:00
9678737,181649,EPARGNE,CAD,2026-10-09T00:00:00
4759982,341311,EPARGNE,CAD,2026-10-09T00:00:00
5737500,349876,EPARGNE,USD,2026-10-09T00:00:00
4665187,174137,CHEQUE,CAD,2026-10-09T00:00:00
9898873,345340,EPARGNE,CAD,2026-10-09T00:00:00
2935978,681877,EPARGNE,USD,2026-10-09T00:00:00
8486667,141067,CHEQUE,CAD,2026-10-09T00:00:00
1285509,629365,EPARGNE,CAD,2026-10-09T00:00:00
4002362,911399,CHEQUE,CAD,2026-10-09T00:00:00
4200613,201492,CHEQUE,USD,2026-10-09T00:00:00
4955392,719602,CHEQUE,USD,2026-10-09T00:00:00
6806579,780587,EPARGNE,CAD,2026-10-09T00:00:00
8609961,812430,EPARGNE,CAD,2026-10-09T00:00:00
6456777,299170,CHEQUE,CAD,2026-10-09T00:00:00
7023813,905567,EPARGNE,CAD,2026-10-09T00:00:00
1854601,889197,EPARGNE,USD,2026-10-09T00:00:00
9205464,864311,EPARGNE,USD,2026-10-09T00:00:00
5984769,899804,CHEQUE,USD,2026-10-09T00:00:00
1887248,314449,CHEQUE,USD,2026-10-09T00:00:00
3535026,214980,CHEQUE,USD,2026-10-09T00:00:00
2810897,367848,EPARGNE,CAD,2026-10-09T00:00:00
4719566,205111,EPARGNE,USD,2026-10-09T00:00:00
4353906,637170,CHEQUE,USD,2026-10-09T00:00:00
6236157,330637,EPARGNE,USD,2026-10-09T00:00:00
6170354,980062,EPARGNE,USD,2026-10-09T00:00:00
2750783,364147,CHEQUE,CAD,2026-10-09T00:00:00
9810478,832306,EPARGNE,USD,2026-10-09T00:00:00
1129027,119669,EPARGNE,CAD,2026-10-09T00:00:00
4197264,600965,CHEQUE,USD,2026-10-09T00:00:00
1004435,345893,CHEQUE,CAD,2026-10-09T00:00:00
8158516,390871,EPARGNE,CAD,2026-10-09T00:00:00
9745498,729003,CHEQUE,USD,2026-10-09T00:00:00
2114320,363089,EPARGNE,CAD,2026-10-09T00:00:00
3683440,908953,EPARGNE,USD,2026-10-09T00:00:00
8176025,911022,EPARGNE,CAD,2026-10-09T00:00:00
5006378,812148,CHEQUE,USD,2026-10-09T00:00:00
8211576,970622,EPARGNE,USD,2026-10-09T00:00:00
7489272,374949,EPARGNE,CAD,2026-10-09T00:00:00
2674589,445765,EPARGNE,USD,2026-10-09T00:00:00
3639672,417090,CHEQUE,USD,2026-10-09T00:00:00
4154203,520376,EPARGNE,USD,2026-10-09T00:00:00
4964810,710658,EPARGNE,CAD,2026-10-09T00:00:00
2750659,817211,CHEQUE,CAD,2026-10-09T00:00:00
9659463,456855,CHEQUE,USD,2026-10-09T00:00:00
7337515,162551,EPARGNE,USD,2026-10-09T00:00:00
4180082,672114,CHEQUE,CAD,2026-10-09T00:00:00
6681624,177151,CHEQUE,CAD,2026-10-09T00:00:00
6420061,211722,EPARGNE,CAD,2026-10-09T00:00:00
1190013,382589,CHEQUE,CAD,2026-10-09T00:00:00
5906127,416308,EPARGNE,USD,2026-10-09T00:00:00
4421674,267647,EPARGNE,USD,2026-10-09T00:00:00
6206499,589355,CHEQUE,CAD,2026-10-09T00:00:00
2279284,865124,EPARGNE,USD,2026-10-09T00:00:00
2410591,920052,CHEQUE,USD,2026-10-09T00:00:00
8090692,333015,EPARGNE,USD,2026-10-09T00:00:00
6830714,818429,CHEQUE,CAD,2026-10-09T00:00:00
9980246,784090,CHEQUE,CAD,2026-10-09T00:00:00
2436982,636189,EPARGNE,CAD,2026-10-09T00:00:00
5215764,688274,CHEQUE,USD,2026-10-09T00:00:00
2251312,131429,CHEQUE,USD,2026-10-09T00:00:00
4214377,516280,EPARGNE,USD,2026-10-09T00:00:00
1131743,853626,CHEQUE,CAD,2026-10-09T00:00:00
6575694,464920,CHEQUE,CAD,2026-10-09T00:00:00
9558493,308594,EPARGNE,CAD,2026-10-09T00:00:00
8432357,306782,CHEQUE,CAD,2026-10-09T00:00:00
3903805,618992,EPARGNE,CAD,2026-10-09T00:00:00
6929657,403203,EPARGNE,USD,2026-10-09T00:00:00
4829586,695324,EPARGNE,CAD,2026-10-09T00:00:00
6515916,425337,EPARGNE,USD,2026-10-09T00:00:00
8141394,979235,EPARGNE,CAD,2026-10-09T00:00:00
6121820,758858,EPARGNE,CAD,2026-10-09T00:00:00
7208198,719296,CHEQUE,CAD,2026-10-09T00:00:00
5673701,197667,EPARGNE,USD,2026-10-09T00:00:00
7089284,118917,CHEQUE,USD,2026-10-09T00:00:00
5025164,792750,EPARGNE,CAD,2026-10-09T00:00:00
8116679,551029,EPARGNE,CAD,2026-10-09T00:00:00
6538655,410704,EPARGNE,CAD,2026-10-09T00:00:00
5923981,133904,CHEQUE,CAD,2026-10-09T00:00:00
8751740,731783,CHEQUE,CAD,2026-10-09T00:00:00
6893623,807017,CHEQUE,USD,2026-10-09T00:00:00
4177091,628108,CHEQUE,CAD,2026-10-09T00:00:00
1048410,546900,CHEQUE,USD,2026-10-09T00:00:00
9648148,484710,EPARGNE,USD,2026-10-09T00:00:00
8621859,770029,CHEQUE,USD,2026-10-09T00:00:00
3802005,742418,CHEQUE,CAD,2026-10-09T00:00:00
9601407,464647,CHEQUE,USD,2026-10-09T00:00:00
6249049,391413,CHEQUE,USD,2026-10-09T00:00:00
4844408,344753,CHEQUE,USD,2026-10-09T00:00:00
7075563,531894,EPARGNE,CAD,2026-10-09T00:00:00
5239966,524492,CHEQUE,USD,2026-10-09T00:00:00
1081143,272234,CHEQUE,CAD,2026-10-09T00:00:00
9064655,160612,CHEQUE,USD,2026-10-09T00:00:00
3801658,736818,EPARGNE,CAD,2026-10-09T00:00:00
9848897,315197,CHEQUE,CAD,2026-10-09T00:00:00
9929339,748447,CHEQUE,CAD,2026-10-09T00:00:00
3537665,272522,CHEQUE,CAD,2026-10-09T00:00:00
5893165,216363,EPARGNE,CAD,2026-10-09T00:00:00
2544831,901593,EPARGNE,USD,2026-10-09T00:00:00
9823825,247353,EPARGNE,USD,2026-10-09T00:00:00
1188161,503384,CHEQUE,USD,2026-10-09T00:00:00
7523890,977914,EPARGNE,CAD,2026-10-09T00:00:00
7518438,233586,EPARGNE,USD,2026-10-09T00:00:00
2276664,667591,EPARGNE,CAD,2026-10-09T00:00:00
7263573,407743,CHEQUE,USD,2026-10-09T00:00:00
1179376,555015,EPARGNE,CAD,2026-10-09T00:00:00
2271927,203001,CHEQUE,CAD,2026-10-09T00:00:00
7116580,906183,EPARGNE,CAD,2026-10-09T00:00:00
6331598,377485,EPARGNE,CAD,2026-10-09T00:00:00
2617695,303522,CHEQUE,CAD,2026-10-09T00:00:00
9992698,497904,CHEQUE,CAD,2026-10-09T00:00:00
2150188,181726,CHEQUE,CAD,2026-10-09T00:00:00
9687233,890025,EPARGNE,USD,2026-10-09T00:00:00
9677714,615914,CHEQUE,CAD,2026-10-09T00:00:00
8204683,539036,EPARGNE,CAD,2026-10-09T00:00:00
1718775,825404,CHEQUE,USD,2026-10-09T00:00:00
8258875,148394,CHEQUE,USD,2026-10-09T00:00:00
8736288,403167,EPARGNE,USD,2026-10-09T00:00:00
9126817,930061,EPARGNE,CAD,2026-10-09T00:00:00
8950085,561088,EPARGNE,CAD,2026-10-09T00:00:00
7973099,787758,CHEQUE,USD,2026-10-09T00:00:00
6472938,603251,CHEQUE,CAD,2026-10-09T00:00:00
9881020,747405,EPARGNE,USD,2026-10-09T00:00:00
4763751,137786,EPARGNE,USD,2026-10-09T00:00:00
5403887,704411,CHEQUE,USD,2026-10-09T00:00:00
8423704,953791,CHEQUE,CAD,2026-10-09T00:00:00
2047034,278644,EPARGNE,USD,2026-10-09T00:00:00
6255576,598082,CHEQUE,CAD,2026-10-09T00:00:00
5694641,194062,CHEQUE,CAD,2026-10-09T00:00:00
9972495,124658,CHEQUE,CAD,2026-10-09T00:00:00
8991614,725355,EPARGNE,CAD,2026-10-09T00:00:00
1362631,277101,CHEQUE,CAD,2026-10-09T00:00:00
2636471,924672,CHEQUE,CAD,2026-10-09T00:00:00
3689208,653852,EPARGNE,CAD,2026-10-09T00:00:00
1874353,912179,CHEQUE,USD,2026-10-09T00:00:00
3789953,514202,EPARGNE,CAD,2026-10-09T00:00:00
9289672,521031,CHEQUE,USD,2026-10-09T00:00:00
4981771,474186,CHEQUE,CAD,2026-10-09T00:00:00
8250513,773655,CHEQUE,CAD,2026-10-09T00:00:00
6906549,583403,EPARGNE,USD,2026-10-09T00:00:00
6229550,359083,EPARGNE,CAD,2026-10-09T00:00:00
1455334,141181,CHEQUE,CAD,2026-10-09T00:00:00
8737955,351873,CHEQUE,USD,2026-10-09T00:00:00
9275756,951349,CHEQUE,CAD,2026-10-09T00:00:00
1792085,768069,CHEQUE,CAD,2026-10-09T00:00:00
6084347,287413,CHEQUE,USD,2026-10-09T00:00:00
1131805,160666,EPARGNE,CAD,2026-10-09T00:00:00
6495527,287230,EPARGNE,USD,2026-10-09T00:00:00
8798235,973504,EPARGNE,CAD,2026-10-09T00:00:00
2722567,999315,CHEQUE,USD,2026-10-09T00:00:00
5001467,958405,EPARGNE,USD,2026-10-09T00:00:00
1273698,318724,CHEQUE,CAD,2026-10-09T00:00:00
8025299,479088,EPARGNE,USD,2026-10-09T00:00:00
8090731,695960,EPARGNE,CAD,2026-10-09T00:00:00
1117609,975142,CHEQUE,USD,2026-10-09T00:00:00
8754453,430065,EPARGNE,USD,2026-10-09T00:00:00
4919550,368069,CHEQUE,USD,2026-10-09T00:00:00
8023751,514103,EPARGNE,CAD,2026-10-09T00:00:00
9659501,589165,CHEQUE,CAD,2026-10-09T00:00:00
5267304,842351,CHEQUE,CAD,2026-10-09T00:00:00
1350432,127515,EPARGNE,CAD,2026-10-09T00:00:00
2841565,361828,EPARGNE,CAD,2026-10-09T00:00:00
1410791,536510,EPARGNE,USD,2026-10-09T00:00:00
1874588,748836,EPARGNE,USD,2026-10-09T00:00:00
1523579,325508,CHEQUE,CAD,2026-10-09T00:00:00
5955841,331828,CHEQUE,USD,2026-10-09T00:00:00
3472706,620463,CHEQUE,CAD,2026-10-09T00:00:00
1498469,261489,EPARGNE,CAD,2026-10-09T00:00:00
3886614,385072,CHEQUE,USD,2026-10-09T00:00:00
9729544,449605,EPARGNE,CAD,2026-10-09T00:00:00
6010038,600943,EPARGNE,USD,2026-10-09T00:00:00
5068249,199345,CHEQUE,USD,2026-10-09T00:00:00
2519370,613999,CHEQUE,USD,2026-10-09T00:00:00
2770234,847462,CHEQUE,USD,2026-10-09T00:00:00
3724044,774593,CHEQUE,CAD,2026-10-09T00:00:00
9204452,520701,CHEQUE,USD,2026-10-09T00:00:00
6494651,570149,EPARGNE,USD,2026-10-09T00:00:00
3139031,126158,CHEQUE,USD,2026-10-09T00:00:00
8591145,575561,EPARGNE,CAD,2026-10-09T00:00:00
6102614,498831,EPARGNE,USD,2026-10-09T00:00:00
3824393,921931,CHEQUE,USD,2026-10-09T00:00:00
3425822,493353,CHEQUE,CAD,2026-10-09T00:00:00
5848221,109026,EPARGNE,USD,2026-10-09T00:00:00
4345359,264873,EPARGNE,CAD,2026-10-09T00:00:00
3413343,479635,EPARGNE,USD,2026-10-09T00:00:00
7099355,988783,CHEQUE,CAD,2026-10-09T00:00:00
7330733,285870,EPARGNE,CAD,2026-10-09T00:00:00
5650196,693022,CHEQUE,USD,2026-10-09T00:00:00
4146715,823461,CHEQUE,CAD,2026-10-09T00:00:00
7462490,982006,EPARGNE,USD,2026-10-09T00:00:00
8555658,446814,CHEQUE,CAD,2026-10-09T00:00:00
5163062,726995,CHEQUE,CAD,2026-10-09T00:00:00
6641220,609365,CHEQUE,USD,2026-10-09T00:00:00
8637899,503268,EPARGNE,USD,2026-10-09T00:00:00
3304010,943643,CHEQUE,CAD,2026-10-09T00:00:00
5710095,834836,CHEQUE,CAD,2026-10-09T00:00:00
6741511,921242,EPARGNE,CAD,2026-10-09T00:00:00
3352340,230973,EPARGNE,CAD,2026-10-09T00:00:00
9414036,908033,EPARGNE,CAD,2026-10-09T00:00:00
7970909,828440,CHEQUE,CAD,2026-10-09T00:00:00
2138484,372916,EPARGNE,CAD,2026-10-09T00:00:00
9126743,125927,EPARGNE,USD,2026-10-09T00:00:00
6100447,831298,EPARGNE,USD,2026-10-09T00:00:00
3822077,909220,EPARGNE,CAD,2026-10-09T00:00:00
6572102,141346,EPARGNE,USD,2026-10-09T00:00:00
8900077,356403,CHEQUE,CAD,2026-10-09T00:00:00
3180553,780564,CHEQUE,CAD,2026-10-09T00:00:00
2207049,410061,CHEQUE,USD,2026-10-09T00:00:00
4771822,704476,CHEQUE,USD,2026-10-09T00:00:00
6408560,600442,EPARGNE,CAD,2026-10-09T00:00:00
4171629,915032,EPARGNE,CAD,2026-10-09T00:00:00
7541025,213536,CHEQUE,USD,2026-10-09T00:00:00
3668301,256489,CHEQUE,USD,2026-10-09T00:00:00
1606971,873123,CHEQUE,USD,2026-10-09T00:00:00
8461941,175873,EPARGNE,CAD,2026-10-09T00:00:00
6093323,730434,CHEQUE,USD,2026-10-09T00:00:00
5087070,798765,EPARGNE,USD,2026-10-09T00:00:00
8183332,904700,CHEQUE,USD,2026-10-09T00:00:00
5951238,536076,EPARGNE,CAD,2026-10-09T00:00:00
1541189,135611,EPARGNE,USD,2026-10-09T00:00:00
9222062,132306,CHEQUE,USD,2026-10-09T00:00:00
6049997,136537,EPARGNE,USD,2026-10-09T00:00:00
6808927,652966,EPARGNE,USD,2026-10-09T00:00:00
4192798,377977,EPARGNE,USD,2026-10-09T00:00:00
1984732,182313,CHEQUE,USD,2026-10-09T00:00:00
2679126,275566,EPARGNE,USD,2026-10-09T00:00:00
4988285,362067,EPARGNE,USD,2026-10-09T00:00:00
7203826,300946,CHEQUE,CAD,2026-10-09T00:00:00
1894599,182530,CHEQUE,CAD,2026-10-09T00:00:00
1286032,952074,EPARGNE,USD,2026-10-09T00:00:00
9018925,344304,EPARGNE,CAD,2026-10-09T00:00:00
7932337,113856,CHEQUE,CAD,2026-10-09T00:00:00
3522130,830351,EPARGNE,CAD,2026-10-09T00:00:00
2209384,129015,CHEQUE,USD,2026-10-09T00:00:00
5948289,739595,CHEQUE,CAD,2026-10-09T00:00:00
9899301,446717,EPARGNE,CAD,2026-10-09T00:00:00
7991211,311614,CHEQUE,CAD,2026-10-09T00:00:00
2216094,251559,CHEQUE,CAD,2026-10-09T00:00:00
1487000,234135,CHEQUE,USD,2026-10-09T00:00:00
6580254,619679,CHEQUE,CAD,2026-10-09T00:00:00
9304028,855324,EPARGNE,CAD,2026-10-09T00:00:00
1772995,538364,CHEQUE,USD,2026-10-09T00:00:00
5648956,434673,CHEQUE,USD,2026-10-09T00:00:00
4559385,146488,CHEQUE,CAD,2026-10-09T00:00:00
9161554,286633,EPARGNE,USD,2026-10-09T00:00:00
5315774,337457,EPARGNE,CAD,2026-10-09T00:00:00
9387741,154185,CHEQUE,USD,2026-10-09T00:00:00
3782604,248580,CHEQUE,USD,2026-10-09T00:00:00
2632651,597531,CHEQUE,USD,2026-10-09T00:00:00
1107238,507886,EPARGNE,CAD,2026-10-09T00:00:00
4608017,844888,EPARGNE,CAD,2026-10-09T00:00:00
1110945,970912,EPARGNE,USD,2026-10-09T00:00:00
8755177,318358,CHEQUE,USD,2026-10-09T00:00:00
1028065,991204,EPARGNE,USD,2026-10-09T00:00:00
1091331,525140,EPARGNE,USD,2026-10-09T00:00:00
8822959,367540,CHEQUE,USD,2026-10-09T00:00:00
9417227,344830,EPARGNE,USD,2026-10-09T00:00:00
7122325,486320,CHEQUE,CAD,2026-10-09T00:00:00
6661403,771007,CHEQUE,USD,2026-10-09T00:00:00
1920311,200052,CHEQUE,USD,2026-10-09T00:00:00
2450851,549449,EPARGNE,USD,2026-10-09T00:00:00
1577490,480927,EPARGNE,USD,2026-10-09T00:00:00
1843862,509942,EPARGNE,CAD,2026-10-09T00:00:00
8076496,850112,EPARGNE,CAD,2026-10-09T00:00:00
7028303,528328,CHEQUE,USD,2026-10-09T00:00:00
2147913,934850,EPARGNE,USD,2026-10-09T00:00:00
2690681,159439,CHEQUE,CAD,2026-10-09T00:00:00
8384064,790919,EPARGNE,CAD,2026-10-09T00:00:00
2955941,127070,EPARGNE,CAD,2026-10-09T00:00:00
1928045,741227,CHEQUE,CAD,2026-10-09T00:00:00
3556402,841489,EPARGNE,USD,2026-10-09T00:00:00
1644748,420368,CHEQUE,USD,2026-10-09T00:00:00
6209515,467243,CHEQUE,USD,2026-10-09T00:00:00
7675202,704662,EPARGNE,CAD,2026-10-09T00:00:00
6621641,640465,CHEQUE,CAD,2026-10-09T00:00:00
5059905,504236,CHEQUE,USD,2026-10-09T00:00:00
2760243,242196,CHEQUE,USD,2026-10-09T00:00:00
4733211,958288,CHEQUE,USD,2026-10-09T00:00:00
6476991,206217,EPARGNE,CAD,2026-10-09T00:00:00
4852898,872252,EPARGNE,USD,2026-10-09T00:00:00
4002496,169934,CHEQUE,CAD,2026-10-09T00:00:00
4551881,168265,EPARGNE,USD,2026-10-09T00:00:00
2994672,777566,EPARGNE,CAD,2026-10-09T00:00:00
3367166,639234,CHEQUE,USD,2026-10-09T00:00:00
2408927,848262,CHEQUE,CAD,2026-10-09T00:00:00
7026091,529547,EPARGNE,USD,2026-10-09T00:00:00
9639736,776958,CHEQUE,USD,2026-10-09T00:00:00
4332736,845760,EPARGNE,CAD,2026-10-09T00:00:00
5994897,569902,CHEQUE,CAD,2026-10-09T00:00:00
2243206,738024,CHEQUE,CAD,2026-10-09T00:00:00
9316932,393232,CHEQUE,USD,2026-10-09T00:00:00
7559469,546536,EPARGNE,CAD,2026-10-09T00:00:00
8413584,158216,CHEQUE,CAD,2026-10-09T00:00:00
6879564,774815,CHEQUE,USD,2026-10-09T00:00:00
2172091,973038,EPARGNE,USD,2026-10-09T00:00:00
1912340,502911,CHEQUE,CAD,2026-10-09T00:00:00
6921291,552930,CHEQUE,CAD,2026-10-09T00:00:00
4218479,744975,CHEQUE,USD,2026-10-09T00:00:00
5783097,175140,CHEQUE,USD,2026-10-09T00:00:00
7753213,733989,CHEQUE,CAD,2026-10-09T00:00:00
5914836,254361,EPARGNE,CAD,2026-10-09T00:00:00
1629563,963451,CHEQUE,USD,2026-10-09T00:00:00
2844623,802610,CHEQUE,USD,2026-10-09T00:00:00
4746585,787722,CHEQUE,CAD,2026-10-09T00:00:00
8328923,577444,EPARGNE,USD,2026-10-09T00:00:00
7211687,402734,CHEQUE,CAD,2026-10-09T00:00:00
2096243,860397,EPARGNE,CAD,2026-10-09T00:00:00
